id,sx,sy,tx,ty,dup,data,dir,region
1950,0,2,5,3,0,0,0,1
1951,0,2,6,3,0,1564,0,1
1952,0,2,7,3,0,0,0,1
1953,0,2,8,3,0,0,0,1
1954,0,2,9,3,0,3128,0,1
1955,0,2,10,3,0,1564,0,1
1956,0,2,11,3,0,0,0,1
1957,0,2,12,3,0,1578,0,1
1958,0,2,13,3,0,0,0,1
1959,0,2,14,3,0,1564,0,1
1960,0,2,15,3,0,1564,0,1
1961,0,2,16,3,0,0,0,1
1962,0,2,17,3,0,0,0,1
1963,603,0,33,1,0,0,0,1
1964,135,0,7,1,0,0,0,1
1965,429,0,24,1,0,112,0,1
1966,17,1,15,2,0,0,1,1
1967,16,1,15,2,0,0,1,1
1968,15,1,15,2,0,0,1,1
1969,14,1,15,2,0,1606,1,1
1970,13,1,15,2,0,0,1,1
1971,12,1,15,2,0,1620,1,1
1972,11,1,15,2,0,0,1,1
1973,10,1,15,2,0,0,1,1
1974,9,1,15,2,0,1634,1,1
1975,8,1,15,2,0,0,1,1
1976,7,1,15,2,0,0,1,1
1977,6,1,15,2,0,0,1,1
1978,5,1,15,2,0,0,1,1
1979,4,1,15,2,0,0,1,1
1980,0,1,15,2,0,1606,1,1
1981,3,1,15,2,0,0,1,1
1982,2,1,15,2,0,0,1,1
1983,1,1,15,2,0,0,1,1
1984,15,2,23,3,0,0,0,1
1985,15,2,22,3,0,0,0,1
1986,15,2,33,3,0,1564,0,1
1987,15,2,30,3,0,1578,0,1
1988,15,2,25,3,0,0,0,1
1989,15,2,26,3,0,0,0,1
1990,15,2,35,3,0,1564,0,1
1991,15,2,28,3,0,0,0,1
1992,15,2,27,3,0,0,0,1
1993,15,2,24,3,0,0,0,1
1994,15,2,31,3,0,0,0,1
1995,15,2,20,3,0,0,0,1
1996,15,2,29,3,0,0,0,1
1997,15,2,34,3,0,0,0,1
1998,15,2,21,3,0,1564,0,1
1999,15,2,18,3,0,0,0,1
2000,15,2,19,3,0,1564,0,1
2001,15,2,32,3,0,0,0,1
2002,1103,0,62,1,0,0,0,1
2003,581,0,32,1,0,0,0,1
2004,583,0,32,1,0,0,0,1
2005,388,0,22,1,0,0,0,1
2006,920,0,51,1,0,112,0,1
2007,682,0,38,1,0,0,0,1
2008,846,0,47,1,0,112,0,1
2009,1091,0,61,1,0,0,0,1
2010,360,0,20,1,0,0,0,1
2011,1177,0,66,1,0,0,0,1
2012,202,0,11,1,0,0,0,1
2013,711,0,40,1,0,0,0,1
2014,212,0,12,1,0,0,1,1
2015,213,0,12,1,0,0,1,1
2016,214,0,12,1,0,0,1,1
2017,215,0,12,1,0,0,1,1
2018,216,0,12,1,0,0,1,1
2019,217,0,12,1,0,1662,1,1
2020,218,0,12,1,0,1662,1,1
2021,219,0,12,1,0,1662,1,1
2022,220,0,12,1,0,1662,1,1
2023,221,0,12,1,0,1662,1,1
2024,222,0,12,1,0,1662,1,1
2025,223,0,12,1,0,1662,1,1
2026,224,0,12,1,0,1662,1,1
2027,225,0,12,1,0,1662,1,1
2028,226,0,12,1,0,0,1,1
2029,227,0,12,1,0,0,1,1
2030,228,0,12,1,0,0,1,1
2031,229,0,12,1,0,0,1,1
2032,12,1,0,2,0,42,0,1
2033,12,1,1,2,0,1620,0,1
2034,12,1,2,2,0,14,0,1
2035,12,1,3,2,0,56,0,1
2036,12,1,4,2,0,1662,0,1
2037,12,1,5,2,0,1564,0,1
2038,12,1,6,2,0,0,0,1
2039,12,1,7,2,0,42,0,1
2040,12,1,8,2,0,1578,0,1
2041,12,1,9,2,0,1592,0,1
2042,12,1,10,2,0,1592,0,1
2043,12,1,11,2,0,56,0,1
2044,12,1,12,2,0,70,0,1
2045,12,1,13,2,0,28,0,1
2046,12,1,14,2,0,1578,0,1
2047,12,1,15,2,0,1564,0,1
2048,12,1,16,2,0,28,0,1
2049,12,1,17,2,0,1564,0,1
2050,726,0,41,1,0,0,1,1
2051,727,0,41,1,0,0,1,1
2052,728,0,41,1,0,1662,1,1
2053,729,0,41,1,0,1662,1,1
2054,730,0,41,1,0,1662,1,1
2055,731,0,41,1,0,1662,1,1
2056,732,0,41,1,0,1662,1,1
2057,733,0,41,1,0,1662,1,1
2058,734,0,41,1,0,1662,1,1
2059,735,0,41,1,0,1662,1,1
2060,736,0,41,1,0,0,1,1
2061,737,0,41,1,0,1662,1,1
2062,738,0,41,1,0,1662,1,1
2063,739,0,41,1,0,0,1,1
2064,740,0,41,1,0,1662,1,1
2065,741,0,41,1,0,1662,1,1
2066,742,0,41,1,0,1662,1,1
2067,743,0,41,1,0,0,1,1
2068,41,1,37,2,0,84,0,1
2069,41,1,38,2,0,56,0,1
2070,41,1,39,2,0,28,0,1
2071,41,1,40,2,0,42,0,1
2072,41,1,41,2,0,70,0,1
2073,41,1,42,2,0,98,0,1
2074,41,1,43,2,0,70,0,1
2075,41,1,44,2,0,28,0,1
2076,41,1,36,2,0,42,0,1
2077,41,1,45,2,0,70,0,1
2078,41,1,46,2,0,70,0,1
2079,41,1,47,2,0,28,0,1
2080,41,1,48,2,0,42,0,1
2081,41,1,49,2,0,56,0,1
2082,41,1,50,2,0,112,0,1
2083,41,1,51,2,0,14,0,1
2084,41,1,52,2,0,70,0,1
2085,41,1,53,2,0,28,0,1
2086,762,0,43,1,0,1662,1,1
2087,763,0,43,1,0,0,1,1
2088,764,0,43,1,0,0,1,1
2089,765,0,43,1,0,0,1,1
2090,766,0,43,1,0,0,1,1
2091,767,0,43,1,0,0,1,1
2092,768,0,43,1,0,0,1,1
2093,769,0,43,1,0,0,1,1
2094,770,0,43,1,0,1662,1,1
2095,771,0,43,1,0,0,1,1
2096,772,0,43,1,0,0,1,1
2097,773,0,43,1,0,0,1,1
2098,774,0,43,1,0,0,1,1
2099,775,0,43,1,0,0,1,1
2100,776,0,43,1,0,0,1,1
2101,777,0,43,1,0,0,1,1
2102,778,0,43,1,0,1662,1,1
2103,779,0,43,1,0,1662,1,1
2104,43,1,37,2,0,42,0,1
2105,43,1,38,2,0,14,0,1
2106,43,1,39,2,0,42,0,1
2107,43,1,40,2,0,14,0,1
2108,43,1,41,2,0,14,0,1
2109,43,1,42,2,0,28,0,1
2110,43,1,43,2,0,42,0,1
2111,43,1,44,2,0,14,0,1
2112,43,1,36,2,0,0,0,1
2113,43,1,45,2,0,14,0,1
2114,43,1,46,2,0,28,0,1
2115,43,1,47,2,0,14,0,1
2116,43,1,48,2,0,0,0,1
2117,43,1,49,2,0,14,0,1
2118,43,1,50,2,0,0,0,1
2119,43,1,51,2,0,14,0,1
2120,43,1,52,2,0,14,0,1
2121,43,1,53,2,0,28,0,1
2122,656,0,37,1,0,0,1,1
2123,657,0,37,1,0,0,1,1
2124,658,0,37,1,0,0,1,1
2125,659,0,37,1,0,0,1,1
2126,660,0,37,1,0,0,1,1
2127,661,0,37,1,0,0,1,1
2128,662,0,37,1,0,0,1,1
2129,663,0,37,1,0,0,1,1
2130,664,0,37,1,0,0,1,1
2131,665,0,37,1,0,0,1,1
2132,666,0,37,1,0,0,1,1
2133,667,0,37,1,0,0,1,1
2134,668,0,37,1,0,0,1,1
2135,669,0,37,1,0,0,1,1
2136,670,0,37,1,0,0,1,1
2137,671,0,37,1,0,0,1,1
2138,37,1,37,2,0,0,0,1
2139,37,1,38,2,0,0,0,1
2140,37,1,39,2,0,0,0,1
2141,37,1,40,2,0,0,0,1
2142,37,1,41,2,0,0,0,1
2143,37,1,42,2,0,0,0,1
2144,37,1,43,2,0,0,0,1
2145,37,1,44,2,0,0,0,1
2146,37,1,36,2,0,0,0,1
2147,37,1,45,2,0,0,0,1
2148,37,1,46,2,0,0,0,1
2149,37,1,47,2,0,0,0,1
2150,37,1,48,2,0,0,0,1
2151,37,1,49,2,0,0,0,1
2152,37,1,50,2,0,0,0,1
2153,37,1,51,2,0,0,0,1
2154,37,1,52,2,0,0,0,1
2155,37,1,53,2,0,0,0,1
2156,140,0,8,1,0,1662,1,1
2157,141,0,8,1,0,0,1,1
2158,142,0,8,1,0,0,1,1
2159,143,0,8,1,0,0,1,1
2160,144,0,8,1,0,0,1,1
2161,145,0,8,1,0,0,1,1
2162,146,0,8,1,0,0,1,1
2163,147,0,8,1,0,1662,1,1
2164,148,0,8,1,0,0,1,1
2165,149,0,8,1,0,0,1,1
2166,150,0,8,1,0,0,1,1
2167,151,0,8,1,0,0,1,1
2168,152,0,8,1,0,0,1,1
2169,153,0,8,1,0,0,1,1
2170,154,0,8,1,0,0,1,1
2171,155,0,8,1,0,0,1,1
2172,156,0,8,1,0,0,1,1
2173,157,0,8,1,0,0,1,1
2174,8,1,0,2,0,0,0,1
2175,8,1,1,2,0,1578,0,1
2176,8,1,2,2,0,0,0,1
2177,8,1,3,2,0,14,0,1
2178,8,1,4,2,0,14,0,1
2179,8,1,5,2,0,0,0,1
2180,8,1,6,2,0,14,0,1
2181,8,1,7,2,0,28,0,1
2182,8,1,8,2,0,14,0,1
2183,8,1,9,2,0,0,0,1
2184,8,1,10,2,0,14,0,1
2185,8,1,11,2,0,0,0,1
2186,8,1,12,2,0,0,0,1
2187,8,1,13,2,0,0,0,1
2188,8,1,14,2,0,1578,0,1
2189,8,1,15,2,0,28,0,1
2190,8,1,16,2,0,14,0,1
2191,8,1,17,2,0,0,0,1
2192,1243,0,70,1,0,0,1,1
2193,1244,0,70,1,0,0,1,1
2194,1245,0,70,1,0,0,1,1
2195,1246,0,70,1,0,0,1,1
2196,1247,0,70,1,0,0,1,1
2197,1248,0,70,1,0,0,1,1
2198,1249,0,70,1,0,0,1,1
2199,1250,0,70,1,0,0,1,1
2200,1251,0,70,1,0,0,1,1
2201,1252,0,70,1,0,0,1,1
2202,1253,0,70,1,0,0,1,1
2203,1254,0,70,1,0,0,1,1
2204,1255,0,70,1,0,0,1,1
2205,1256,0,70,1,0,0,1,1
2206,1257,0,70,1,0,0,1,1
2207,1258,0,70,1,0,0,1,1
2208,1259,0,70,1,0,0,1,1
2209,70,1,55,2,0,0,0,1
2210,70,1,56,2,0,0,0,1
2211,70,1,57,2,0,0,0,1
2212,70,1,58,2,0,0,0,1
2213,70,1,59,2,0,0,0,1
2214,70,1,60,2,0,0,0,1
2215,70,1,61,2,0,0,0,1
2216,70,1,62,2,0,0,0,1
2217,70,1,54,2,0,0,0,1
2218,70,1,63,2,0,0,0,1
2219,70,1,64,2,0,0,0,1
2220,70,1,65,2,0,0,0,1
2221,70,1,66,2,0,0,0,1
2222,70,1,67,2,0,0,0,1
2223,70,1,68,2,0,0,0,1
2224,70,1,69,2,0,0,0,1
2225,70,1,70,2,0,0,0,1
2226,70,1,71,2,0,0,0,1
2227,660,0,37,1,0,0,0,1
2228,960,0,54,1,0,0,0,1
2229,194,0,11,1,0,0,1,1
2230,195,0,11,1,0,0,1,1
2231,196,0,11,1,0,0,1,1
2232,197,0,11,1,0,0,1,1
2233,198,0,11,1,0,0,1,1
2234,199,0,11,1,0,0,1,1
2235,200,0,11,1,0,0,1,1
2236,201,0,11,1,0,0,1,1
2237,202,0,11,1,0,0,1,1
2238,203,0,11,1,0,1662,1,1
2239,204,0,11,1,0,0,1,1
2240,205,0,11,1,0,0,1,1
2241,206,0,11,1,0,0,1,1
2242,207,0,11,1,0,0,1,1
2243,208,0,11,1,0,0,1,1
2244,209,0,11,1,0,0,1,1
2245,210,0,11,1,0,0,1,1
2246,211,0,11,1,0,0,1,1
2247,11,1,0,2,0,14,0,1
2248,11,1,1,2,0,0,0,1
2249,11,1,2,2,0,0,0,1
2250,11,1,3,2,0,0,0,1
2251,11,1,4,2,0,0,0,1
2252,11,1,5,2,0,14,0,1
2253,11,1,6,2,0,0,0,1
2254,11,1,7,2,0,1564,0,1
2255,11,1,8,2,0,0,0,1
2256,11,1,9,2,0,0,0,1
2257,11,1,10,2,0,0,0,1
2258,11,1,11,2,0,1564,0,1
2259,11,1,12,2,0,0,0,1
2260,11,1,13,2,0,1578,0,1
2261,11,1,14,2,0,1564,0,1
2262,11,1,15,2,0,0,0,1
2263,11,1,16,2,0,0,0,1
2264,11,1,17,2,0,14,0,1
2265,35,1,19,2,0,0,1,1
2266,34,1,19,2,0,0,1,1
2267,33,1,19,2,0,0,1,1
2268,32,1,19,2,0,0,1,1
2269,31,1,19,2,0,0,1,1
2270,30,1,19,2,0,0,1,1
2271,29,1,19,2,0,0,1,1
2272,28,1,19,2,0,0,1,1
2273,27,1,19,2,0,0,1,1
2274,26,1,19,2,0,0,1,1
2275,25,1,19,2,0,0,1,1
2276,24,1,19,2,0,0,1,1
2277,23,1,19,2,0,1620,1,1
2278,22,1,19,2,0,0,1,1
2279,21,1,19,2,0,0,1,1
2280,20,1,19,2,0,0,1,1
2281,19,1,19,2,0,0,1,1
2282,18,1,19,2,0,0,1,1
2283,19,2,11,3,0,1578,0,1
2284,19,2,4,3,0,1564,0,1
2285,19,2,3,3,0,1578,0,1
2286,19,2,0,3,0,0,0,1
2287,19,2,7,3,0,28,0,1
2288,19,2,14,3,0,0,0,1
2289,19,2,5,3,0,28,0,1
2290,19,2,10,3,0,0,0,1
2291,19,2,15,3,0,0,0,1
2292,19,2,12,3,0,0,0,1
2293,19,2,13,3,0,0,0,1
2294,19,2,8,3,0,14,0,1
2295,19,2,17,3,0,0,0,1
2296,19,2,16,3,0,0,0,1
2297,19,2,9,3,0,56,0,1
2298,19,2,6,3,0,0,0,1
2299,19,2,1,3,0,14,0,1
2300,19,2,2,3,0,0,0,1
2301,35,1,28,2,0,1648,1,1
2302,34,1,28,2,0,0,1,1
2303,33,1,28,2,0,1634,1,1
2304,32,1,28,2,0,0,1,1
2305,31,1,28,2,0,1620,1,1
2306,30,1,28,2,0,0,1,1
2307,29,1,28,2,0,0,1,1
2308,28,1,28,2,0,0,1,1
2309,27,1,28,2,0,0,1,1
2310,26,1,28,2,0,0,1,1
2311,25,1,28,2,0,1620,1,1
2312,24,1,28,2,0,1634,1,1
2313,23,1,28,2,0,0,1,1
2314,22,1,28,2,0,0,1,1
2315,21,1,28,2,0,0,1,1
2316,20,1,28,2,0,0,1,1
2317,19,1,28,2,0,0,1,1
2318,18,1,28,2,0,0,1,1
2319,28,2,29,3,0,1578,0,1
2320,28,2,22,3,0,1578,0,1
2321,28,2,21,3,0,1578,0,1
2322,28,2,18,3,0,0,0,1
2323,28,2,25,3,0,28,0,1
2324,28,2,32,3,0,0,0,1
2325,28,2,23,3,0,1592,0,1
2326,28,2,28,3,0,0,0,1
2327,28,2,33,3,0,14,0,1
2328,28,2,30,3,0,0,0,1
2329,28,2,31,3,0,0,0,1
2330,28,2,26,3,0,14,0,1
2331,28,2,35,3,0,0,0,1
2332,28,2,34,3,0,0,0,1
2333,28,2,27,3,0,56,0,1
2334,28,2,24,3,0,14,0,1
2335,28,2,19,3,0,14,0,1
2336,28,2,20,3,0,0,0,1
2337,991,0,56,1,0,0,1,1
2338,992,0,56,1,0,0,1,1
2339,993,0,56,1,0,0,1,1
2340,994,0,56,1,0,0,1,1
2341,995,0,56,1,0,0,1,1
2342,996,0,56,1,0,0,1,1
2343,997,0,56,1,0,0,1,1
2344,998,0,56,1,0,0,1,1
2345,999,0,56,1,0,0,1,1
2346,1000,0,56,1,0,0,1,1
2347,1001,0,56,1,0,0,1,1
2348,1002,0,56,1,0,0,1,1
2349,1003,0,56,1,0,0,1,1
2350,1004,0,56,1,0,0,1,1
2351,1005,0,56,1,0,0,1,1
2352,1006,0,56,1,0,0,1,1
2353,1007,0,56,1,0,0,1,1
2354,1008,0,56,1,0,0,1,1
2355,56,1,55,2,0,0,0,1
2356,56,1,56,2,0,0,0,1
2357,56,1,57,2,0,0,0,1
2358,56,1,58,2,0,0,0,1
2359,56,1,59,2,0,0,0,1
2360,56,1,60,2,0,0,0,1
2361,56,1,61,2,0,0,0,1
2362,56,1,62,2,0,0,0,1
2363,56,1,54,2,0,0,0,1
2364,56,1,63,2,0,0,0,1
2365,56,1,64,2,0,0,0,1
2366,56,1,65,2,0,0,0,1
2367,56,1,66,2,0,0,0,1
2368,56,1,67,2,0,0,0,1
2369,56,1,68,2,0,0,0,1
2370,56,1,69,2,0,0,0,1
2371,56,1,70,2,0,0,0,1
2372,56,1,71,2,0,0,0,1
2373,284,0,16,1,0,1662,1,1
2374,285,0,16,1,0,0,1,1
2375,286,0,16,1,0,0,1,1
2376,287,0,16,1,0,1662,1,1
2377,288,0,16,1,0,0,1,1
2378,289,0,16,1,0,1662,1,1
2379,290,0,16,1,0,1662,1,1
2380,291,0,16,1,0,0,1,1
2381,292,0,16,1,0,0,1,1
2382,293,0,16,1,0,1662,1,1
2383,294,0,16,1,0,1662,1,1
2384,295,0,16,1,0,0,1,1
2385,296,0,16,1,0,0,1,1
2386,297,0,16,1,0,0,1,1
2387,298,0,16,1,0,0,1,1
2388,299,0,16,1,0,0,1,1
2389,300,0,16,1,0,0,1,1
2390,301,0,16,1,0,0,1,1
2391,16,1,0,2,0,3142,0,1
2392,16,1,1,2,0,14,0,1
2393,16,1,2,2,0,14,0,1
2394,16,1,3,2,0,1578,0,1
2395,16,1,4,2,0,1578,0,1
2396,16,1,5,2,0,1592,0,1
2397,16,1,6,2,0,28,0,1
2398,16,1,7,2,0,3170,0,1
2399,16,1,8,2,0,28,0,1
2400,16,1,9,2,0,1564,0,1
2401,16,1,10,2,0,14,0,1
2402,16,1,11,2,0,14,0,1
2403,16,1,12,2,0,1578,0,1
2404,16,1,13,2,0,3156,0,1
2405,16,1,14,2,0,1592,0,1
2406,16,1,15,2,0,14,0,1
2407,16,1,16,2,0,28,0,1
2408,16,1,17,2,0,28,0,1
2409,452,0,25,1,0,112,0,1
2410,1022,0,57,1,0,0,0,1
2411,1015,0,57,1,0,0,0,1
2412,952,0,53,1,0,112,0,1
2413,1041,0,58,1,0,0,0,1
2414,93,0,5,1,0,0,0,1
2415,1024,0,57,1,0,0,0,1
2416,815,0,45,1,0,0,0,1
2417,562,0,31,1,0,1662,0,1
2418,1016,0,57,1,0,0,0,1
2419,975,0,55,1,0,0,1,1
2420,976,0,55,1,0,0,1,1
2421,977,0,55,1,0,0,1,1
2422,978,0,55,1,0,0,1,1
2423,979,0,55,1,0,0,1,1
2424,980,0,55,1,0,0,1,1
2425,981,0,55,1,0,0,1,1
2426,982,0,55,1,0,0,1,1
2427,983,0,55,1,0,0,1,1
2428,984,0,55,1,0,0,1,1
2429,985,0,55,1,0,0,1,1
2430,986,0,55,1,0,0,1,1
2431,987,0,55,1,0,0,1,1
2432,988,0,55,1,0,0,1,1
2433,989,0,55,1,0,0,1,1
2434,990,0,55,1,0,0,1,1
2435,55,1,55,2,0,0,0,1
2436,55,1,56,2,0,0,0,1
2437,55,1,57,2,0,0,0,1
2438,55,1,58,2,0,0,0,1
2439,55,1,59,2,0,0,0,1
2440,55,1,60,2,0,0,0,1
2441,55,1,61,2,0,0,0,1
2442,55,1,62,2,0,0,0,1
2443,55,1,54,2,0,0,0,1
2444,55,1,63,2,0,0,0,1
2445,55,1,64,2,0,0,0,1
2446,55,1,65,2,0,0,0,1
2447,55,1,66,2,0,0,0,1
2448,55,1,67,2,0,0,0,1
2449,55,1,68,2,0,0,0,1
2450,55,1,69,2,0,0,0,1
2451,55,1,70,2,0,0,0,1
2452,55,1,71,2,0,0,0,1
2453,210,0,11,1,0,0,0,1
2454,1045,0,59,1,0,0,1,1
2455,1046,0,59,1,0,0,1,1
2456,1047,0,59,1,0,0,1,1
2457,1048,0,59,1,0,0,1,1
2458,1049,0,59,1,0,0,1,1
2459,1050,0,59,1,0,0,1,1
2460,1051,0,59,1,0,0,1,1
2461,1052,0,59,1,0,0,1,1
2462,1053,0,59,1,0,0,1,1
2463,1054,0,59,1,0,0,1,1
2464,1055,0,59,1,0,0,1,1
2465,1056,0,59,1,0,0,1,1
2466,1057,0,59,1,0,0,1,1
2467,1058,0,59,1,0,0,1,1
2468,1059,0,59,1,0,0,1,1
2469,1060,0,59,1,0,0,1,1
2470,1061,0,59,1,0,0,1,1
2471,1062,0,59,1,0,0,1,1
2472,59,1,55,2,0,0,0,1
2473,59,1,56,2,0,0,0,1
2474,59,1,57,2,0,0,0,1
2475,59,1,58,2,0,0,0,1
2476,59,1,59,2,0,0,0,1
2477,59,1,60,2,0,0,0,1
2478,59,1,61,2,0,0,0,1
2479,59,1,62,2,0,0,0,1
2480,59,1,54,2,0,0,0,1
2481,59,1,63,2,0,0,0,1
2482,59,1,64,2,0,0,0,1
2483,59,1,65,2,0,0,0,1
2484,59,1,66,2,0,0,0,1
2485,59,1,67,2,0,0,0,1
2486,59,1,68,2,0,0,0,1
2487,59,1,69,2,0,0,0,1
2488,59,1,70,2,0,0,0,1
2489,59,1,71,2,0,0,0,1
2490,377,0,21,1,0,0,0,1
2491,510,0,28,1,0,0,0,1
2492,525,0,29,1,0,0,0,1
2493,56,0,3,1,0,0,0,1
2494,608,0,34,1,0,0,0,1
2495,1063,0,60,1,0,0,0,1
2496,138,0,7,1,0,0,0,1
2497,237,0,13,1,0,0,0,1
2498,789,0,44,1,0,0,0,1
2499,70,0,4,1,0,0,0,1
2500,639,0,35,1,0,0,0,1
2501,447,0,25,1,0,112,0,1
2502,262,0,14,1,0,3212,0,1
2503,390,0,22,1,0,112,0,1
2504,347,0,19,1,0,0,0,1
2505,547,0,30,1,0,0,0,1
2506,567,0,31,1,0,0,0,1
2507,917,0,51,1,0,0,0,1
2508,713,0,40,1,0,0,0,1
2509,469,0,26,1,0,0,0,1
2510,21,0,1,1,0,0,0,1
2511,736,0,41,1,0,0,0,1
2512,37,0,2,1,0,3212,0,1
2513,65,0,3,1,0,0,0,1
2514,17,1,17,2,0,0,1,1
2515,16,1,17,2,0,0,1,1
2516,15,1,17,2,0,0,1,1
2517,14,1,17,2,0,1620,1,1
2518,13,1,17,2,0,0,1,1
2519,12,1,17,2,0,0,1,1
2520,11,1,17,2,0,0,1,1
2521,10,1,17,2,0,0,1,1
2522,9,1,17,2,0,1634,1,1
2523,8,1,17,2,0,0,1,1
2524,7,1,17,2,0,0,1,1
2525,6,1,17,2,0,0,1,1
2526,5,1,17,2,0,0,1,1
2527,4,1,17,2,0,0,1,1
2528,0,1,17,2,0,1634,1,1
2529,3,1,17,2,0,0,1,1
2530,2,1,17,2,0,0,1,1
2531,1,1,17,2,0,0,1,1
2532,17,2,35,3,0,3128,0,1
2533,17,2,34,3,0,1578,0,1
2534,17,2,27,3,0,0,0,1
2535,17,2,24,3,0,0,0,1
2536,17,2,19,3,0,1564,0,1
2537,17,2,20,3,0,0,0,1
2538,17,2,29,3,0,0,0,1
2539,17,2,22,3,0,0,0,1
2540,17,2,21,3,0,1564,0,1
2541,17,2,18,3,0,0,0,1
2542,17,2,25,3,0,0,0,1
2543,17,2,32,3,0,1564,0,1
2544,17,2,23,3,0,0,0,1
2545,17,2,28,3,0,1564,0,1
2546,17,2,33,3,0,0,0,1
2547,17,2,30,3,0,1578,0,1
2548,17,2,31,3,0,0,0,1
2549,17,2,26,3,0,0,0,1
2550,111,0,6,1,0,0,0,1
2551,1180,0,66,1,0,0,0,1
2552,868,0,48,1,0,0,0,1
2553,322,0,18,1,0,0,0,1
2554,182,0,10,1,0,1662,0,1
2555,808,0,45,1,0,0,0,1
2556,71,1,58,2,0,0,1,1
2557,70,1,58,2,0,0,1,1
2558,69,1,58,2,0,0,1,1
2559,68,1,58,2,0,0,1,1
2560,67,1,58,2,0,0,1,1
2561,66,1,58,2,0,0,1,1
2562,65,1,58,2,0,0,1,1
2563,64,1,58,2,0,0,1,1
2564,63,1,58,2,0,0,1,1
2565,62,1,58,2,0,0,1,1
2566,61,1,58,2,0,0,1,1
2567,60,1,58,2,0,0,1,1
2568,59,1,58,2,0,0,1,1
2569,58,1,58,2,0,0,1,1
2570,57,1,58,2,0,0,1,1
2571,56,1,58,2,0,0,1,1
2572,55,1,58,2,0,0,1,1
2573,54,1,58,2,0,0,1,1
2574,58,2,8,3,0,0,0,1
2575,58,2,1,3,0,0,0,1
2576,58,2,0,3,0,0,0,1
2577,58,2,11,3,0,0,0,1
2578,58,2,4,3,0,0,0,1
2579,58,2,3,3,0,0,0,1
2580,58,2,14,3,0,0,0,1
2581,58,2,7,3,0,0,0,1
2582,58,2,6,3,0,0,0,1
2583,58,2,17,3,0,0,0,1
2584,58,2,10,3,0,0,0,1
2585,58,2,9,3,0,0,0,1
2586,58,2,2,3,0,0,0,1
2587,58,2,13,3,0,0,0,1
2588,58,2,12,3,0,0,0,1
2589,58,2,5,3,0,0,0,1
2590,58,2,16,3,0,0,0,1
2591,58,2,15,3,0,0,0,1
2592,17,1,12,2,0,0,1,1
2593,16,1,12,2,0,0,1,1
2594,15,1,12,2,0,1648,1,1
2595,14,1,12,2,0,0,1,1
2596,13,1,12,2,0,0,1,1
2597,12,1,12,2,0,1620,1,1
2598,11,1,12,2,0,0,1,1
2599,10,1,12,2,0,1634,1,1
2600,9,1,12,2,0,0,1,1
2601,8,1,12,2,0,1648,1,1
2602,7,1,12,2,0,0,1,1
2603,6,1,12,2,0,0,1,1
2604,5,1,12,2,0,0,1,1
2605,4,1,12,2,0,0,1,1
2606,0,1,12,2,0,1634,1,1
2607,3,1,12,2,0,0,1,1
2608,2,1,12,2,0,1620,1,1
2609,1,1,12,2,0,0,1,1
2610,12,2,35,3,0,1564,0,1
2611,12,2,22,3,0,0,0,1
2612,12,2,27,3,0,3128,0,1
2613,12,2,30,3,0,1578,0,1
2614,12,2,19,3,0,1564,0,1
2615,12,2,32,3,0,0,0,1
2616,12,2,23,3,0,0,0,1
2617,12,2,34,3,0,0,0,1
2618,12,2,21,3,0,0,0,1
2619,12,2,24,3,0,1564,0,1
2620,12,2,31,3,0,0,0,1
2621,12,2,26,3,0,1578,0,1
2622,12,2,29,3,0,0,0,1
2623,12,2,28,3,0,0,0,1
2624,12,2,33,3,0,1564,0,1
2625,12,2,18,3,0,0,0,1
2626,12,2,25,3,0,0,0,1
2627,12,2,20,3,0,1564,0,1
2628,53,1,41,2,0,1648,1,1
2629,52,1,41,2,0,1634,1,1
2630,51,1,41,2,0,0,1,1
2631,50,1,41,2,0,0,1,1
2632,49,1,41,2,0,1620,1,1
2633,48,1,41,2,0,0,1,1
2634,47,1,41,2,0,0,1,1
2635,46,1,41,2,0,0,1,1
2636,45,1,41,2,0,1634,1,1
2637,44,1,41,2,0,0,1,1
2638,43,1,41,2,0,0,1,1
2639,42,1,41,2,0,0,1,1
2640,41,1,41,2,0,1620,1,1
2641,40,1,41,2,0,0,1,1
2642,39,1,41,2,0,1634,1,1
2643,38,1,41,2,0,0,1,1
2644,37,1,41,2,0,0,1,1
2645,36,1,41,2,0,0,1,1
2646,41,2,12,3,0,0,0,1
2647,41,2,13,3,0,0,0,1
2648,41,2,8,3,0,14,0,1
2649,41,2,17,3,0,0,0,1
2650,41,2,16,3,0,0,0,1
2651,41,2,9,3,0,0,0,1
2652,41,2,0,3,0,0,0,1
2653,41,2,1,3,0,0,0,1
2654,41,2,14,3,0,0,0,1
2655,41,2,5,3,0,0,0,1
2656,41,2,4,3,0,0,0,1
2657,41,2,15,3,0,0,0,1
2658,41,2,6,3,0,0,0,1
2659,41,2,7,3,0,0,0,1
2660,41,2,2,3,0,0,0,1
2661,41,2,11,3,0,0,0,1
2662,41,2,10,3,0,0,0,1
2663,41,2,3,3,0,28,0,1
2664,856,0,48,1,0,0,0,1
2665,399,0,22,1,0,0,0,1
2666,133,0,7,1,0,0,0,1
2667,54,2,15,3,0,0,1,1
2668,59,2,15,3,0,0,1,1
2669,25,2,15,3,0,0,1,1
2670,3,2,15,3,0,0,1,1
2671,7,2,15,3,0,0,1,1
2672,43,2,15,3,0,0,1,1
2673,61,2,15,3,0,0,1,1
2674,57,2,15,3,0,0,1,1
2675,23,2,15,3,0,0,1,1
